website|weeknumber|activity_level_label|url|season|statename|activity_level|weekend
Flu Activity|36|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2009-10|Vermont|1|Sep-11-2010
Virginia Weekly Influenza Activity Report|36|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2009-10|Virginia|1|Sep-11-2010
Influenza Update|36|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2009-10|Washington|1|Sep-11-2010
Current Influenza Surveillance|36|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2009-10|West Virginia|1|Sep-11-2010
Tracking Influenza in Wisconsin|36|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2009-10|Wisconsin|1|Sep-11-2010
Influenza|36|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2009-10|Wyoming|1|Sep-11-2010
Surveillance Data|36|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2009-10|New York City|1|Sep-11-2010
Influenza Surveillance|37|Minimal|http://adph.org/influenza/|2009-10|Alabama|1|Sep-18-2010
Influenza Surveillance Report|37|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2009-10|Alaska|1|Sep-18-2010
Influenza & RSV Surveillance|37|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2009-10|Arizona|1|Sep-18-2010
Communicable Disease and Immunizations|37|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2009-10|Arkansas|1|Sep-18-2010
Influenza (Flu)|37|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2009-10|California|1|Sep-18-2010
Influenza Surveillance|37|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2009-10|Colorado|1|Sep-18-2010
Flu Statistics|37|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2009-10|Connecticut|1|Sep-18-2010
Weekly Influenza Surveillance Reports|37|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2009-10|Florida|1|Sep-18-2010
Weekly Influenza Surveillance in Georgia|37|Minimal|https://dph.georgia.gov/flu-activity-georgia|2009-10|Georgia|1|Sep-18-2010
Hawaii's Influenza Surveillance Program|37|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2009-10|Hawaii|1|Sep-18-2010
Influenza Weekly Report |30|Minimal|http://www.flufreepa.com|2009-10|Pennsylvania|1|Jul-31-2010
Influenza Surveillance|30|Minimal|http://www.health.ri.gov/data/flu/index.php|2009-10|Rhode Island|1|Jul-31-2010
Influenza Activity and Surveillance|30|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2009-10|South Carolina|1|Jul-31-2010
Influenza Activity, Surveillance and Reports|35|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2009-10|New York|1|Sep-04-2010
North Carolina Influenza Update|35|Minimal|http://www.flu.nc.gov/ |2009-10|North Carolina|1|Sep-04-2010
Influenza|35|Minimal|http://www.ndflu.com/default.aspx|2009-10|North Dakota|1|Sep-04-2010
Influenza Information|35|Minimal|http://www.flu.ohio.gov |2009-10|Ohio|1|Sep-04-2010
Influenza Information|35|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2009-10|Oklahoma|1|Sep-04-2010
Influenza Surveillance Data|36|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2009-10|Massachusetts|1|Sep-11-2010
Influenza Activity and Surveillance|36|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2009-10|Michigan|1|Sep-11-2010
Weekly Influenza Activity: Statistics|36|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2009-10|Minnesota|1|Sep-11-2010
Mississippi Flu Surveillance and Influenza-Like Illness Reports|36|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2009-10|Mississippi|1|Sep-11-2010
Influenza Data & Statistical Reports |36|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2009-10|Missouri|1|Sep-11-2010
Influenza: What You Need to Know|36|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2009-10|Montana|1|Sep-11-2010
Weekly Flu Report|36|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2009-10|Nebraska|1|Sep-11-2010
Influenza (Flu): Surveillance, News Releases and Brochures|36|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2009-10|Nevada|1|Sep-11-2010
Influenza Control and Surveillance|36|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2009-10|New Hampshire|1|Sep-11-2010
Seasonal Influenza - Surveillance|36|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2009-10|New Jersey|1|Sep-11-2010
Influenza Weekly Report |35|Minimal|http://www.flufreepa.com|2009-10|Pennsylvania|1|Sep-04-2010
Influenza Surveillance|35|Minimal|http://www.health.ri.gov/data/flu/index.php|2009-10|Rhode Island|1|Sep-04-2010
Influenza Activity and Surveillance|35|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2009-10|South Carolina|1|Sep-04-2010
Influenza Information|35|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2009-10|South Dakota|1|Sep-04-2010
Influenza-Like Illness Surveillance Summary Archive|35|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2009-10|Tennessee|1|Sep-04-2010
Influenza Surveillance|35|Minimal|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|2009-10|Texas|1|Sep-04-2010
Seasonal Influenza Weekly Update|35|Minimal|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|2009-10|Utah|1|Sep-04-2010
Flu Activity|35|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2009-10|Vermont|1|Sep-04-2010
Virginia Weekly Influenza Activity Report|35|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2009-10|Virginia|1|Sep-04-2010
Influenza Update|35|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2009-10|Washington|1|Sep-04-2010
Current Influenza Surveillance|35|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2009-10|West Virginia|1|Sep-04-2010
Tracking Influenza in Wisconsin|35|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2009-10|Wisconsin|1|Sep-04-2010
Influenza|35|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2009-10|Wyoming|1|Sep-04-2010
Surveillance Data|35|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2009-10|New York City|1|Sep-04-2010
Influenza Surveillance|36|Minimal|http://adph.org/influenza/|2009-10|Alabama|1|Sep-11-2010
Influenza & RSV Surveillance|36|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2009-10|Arizona|1|Sep-11-2010
Communicable Disease and Immunizations|36|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2009-10|Arkansas|1|Sep-11-2010
Influenza (Flu)|36|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2009-10|California|1|Sep-11-2010
Influenza Surveillance|36|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2009-10|Colorado|1|Sep-11-2010
Flu Statistics|36|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2009-10|Connecticut|1|Sep-11-2010
Weekly Influenza Surveillance Reports|36|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2009-10|Florida|1|Sep-11-2010
Weekly Influenza Surveillance in Georgia|36|Minimal|https://dph.georgia.gov/flu-activity-georgia|2009-10|Georgia|1|Sep-11-2010
Hawaii's Influenza Surveillance Program|36|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2009-10|Hawaii|1|Sep-11-2010
Influenza|36|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2009-10|Idaho|1|Sep-11-2010
Seasonal Influenza Surveillance Reports|36|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2009-10|Illinois|1|Sep-11-2010
Influenza in Indiana|36|Minimal|http://www.in.gov/isdh/22104.htm|2009-10|Indiana|1|Sep-11-2010
Influenza Information|36|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2009-10|Kansas|1|Sep-11-2010
Influenza - Flu|36|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2009-10|Kentucky|1|Sep-11-2010
Influenza|36|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2009-10|Louisiana|1|Sep-11-2010
Weekly Surveillance Updates|36|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2009-10|Maine|1|Sep-11-2010
Influenza Weekly Report |29|Minimal|http://www.flufreepa.com|2009-10|Pennsylvania|1|Jul-24-2010
Influenza Surveillance|29|Minimal|http://www.health.ri.gov/data/flu/index.php|2009-10|Rhode Island|1|Jul-24-2010
Influenza Activity and Surveillance|29|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2009-10|South Carolina|1|Jul-24-2010
Influenza Activity, Surveillance and Reports|29|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2009-10|New York|1|Jul-24-2010
North Carolina Influenza Update|29|Minimal|http://www.flu.nc.gov/ |2009-10|North Carolina|1|Jul-24-2010
Influenza|29|Minimal|http://www.ndflu.com/default.aspx|2009-10|North Dakota|1|Jul-24-2010
Influenza Information|29|Minimal|http://www.flu.ohio.gov |2009-10|Ohio|1|Jul-24-2010
Influenza Information|29|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2009-10|Oklahoma|1|Jul-24-2010
Influenza Surveillance Data|35|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2009-10|Massachusetts|1|Sep-04-2010
Influenza Activity and Surveillance|35|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2009-10|Michigan|1|Sep-04-2010
Weekly Influenza Activity: Statistics|35|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2009-10|Minnesota|1|Sep-04-2010
Mississippi Flu Surveillance and Influenza-Like Illness Reports|35|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2009-10|Mississippi|1|Sep-04-2010
Influenza Data & Statistical Reports |35|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2009-10|Missouri|1|Sep-04-2010
Influenza: What You Need to Know|35|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2009-10|Montana|1|Sep-04-2010
Weekly Flu Report|35|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2009-10|Nebraska|1|Sep-04-2010
Influenza (Flu): Surveillance, News Releases and Brochures|35|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2009-10|Nevada|1|Sep-04-2010
Influenza Control and Surveillance|35|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2009-10|New Hampshire|1|Sep-04-2010
Seasonal Influenza - Surveillance|35|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2009-10|New Jersey|1|Sep-04-2010
Influenza Information|33|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2009-10|Kansas|1|Aug-21-2010
Influenza - Flu|33|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2009-10|Kentucky|1|Aug-21-2010
Influenza|33|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2009-10|Louisiana|1|Aug-21-2010
Weekly Surveillance Updates|33|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2009-10|Maine|1|Aug-21-2010
Influenza Surveillance|33|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2009-10|Maryland|1|Aug-21-2010
Influenza Surveillance Data|33|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2009-10|Massachusetts|1|Aug-21-2010
Influenza Activity and Surveillance|33|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2009-10|Michigan|1|Aug-21-2010
Weekly Influenza Activity: Statistics|33|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2009-10|Minnesota|1|Aug-21-2010
Mississippi Flu Surveillance and Influenza-Like Illness Reports|33|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2009-10|Mississippi|1|Aug-21-2010
Influenza Data & Statistical Reports |33|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2009-10|Missouri|1|Aug-21-2010
Influenza: What You Need to Know|33|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2009-10|Montana|1|Aug-21-2010
Weekly Flu Report|33|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2009-10|Nebraska|1|Aug-21-2010
Influenza (Flu): Surveillance, News Releases and Brochures|33|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2009-10|Nevada|1|Aug-21-2010
Influenza Control and Surveillance|33|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2009-10|New Hampshire|1|Aug-21-2010
Flu in New Mexico|32|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2009-10|New Mexico|1|Aug-14-2010
Influenza Activity, Surveillance and Reports|32|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2009-10|New York|1|Aug-14-2010
North Carolina Influenza Update|32|Minimal|http://www.flu.nc.gov/ |2009-10|North Carolina|1|Aug-14-2010
Influenza|32|Minimal|http://www.ndflu.com/default.aspx|2009-10|North Dakota|1|Aug-14-2010
Influenza Information|32|Minimal|http://www.flu.ohio.gov |2009-10|Ohio|1|Aug-14-2010
Influenza Information|32|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2009-10|Oklahoma|1|Aug-14-2010
Influenza Disease Surveillance Data|32|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2009-10|Oregon|1|Aug-14-2010
Influenza Weekly Report |32|Minimal|http://www.flufreepa.com|2009-10|Pennsylvania|1|Aug-14-2010
Influenza Surveillance|32|Minimal|http://www.health.ri.gov/data/flu/index.php|2009-10|Rhode Island|1|Aug-14-2010
Influenza Activity and Surveillance|32|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2009-10|South Carolina|1|Aug-14-2010
Influenza Information|32|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2009-10|South Dakota|1|Aug-14-2010
Influenza-Like Illness Surveillance Summary Archive|32|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2009-10|Tennessee|1|Aug-14-2010
Influenza Surveillance|32|Minimal|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|2009-10|Texas|1|Aug-14-2010
Seasonal Influenza Weekly Update|32|Minimal|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|2009-10|Utah|1|Aug-14-2010
Flu Activity|32|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2009-10|Vermont|1|Aug-14-2010
Virginia Weekly Influenza Activity Report|32|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2009-10|Virginia|1|Aug-14-2010
Influenza Update|32|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2009-10|Washington|1|Aug-14-2010
Current Influenza Surveillance|32|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2009-10|West Virginia|1|Aug-14-2010
Tracking Influenza in Wisconsin|32|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2009-10|Wisconsin|1|Aug-14-2010
Influenza|32|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2009-10|Wyoming|1|Aug-14-2010
Surveillance Data|32|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2009-10|New York City|1|Aug-14-2010
Influenza Surveillance|33|Minimal|http://adph.org/influenza/|2009-10|Alabama|1|Aug-21-2010
Influenza Surveillance Report|33|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2009-10|Alaska|1|Aug-21-2010
Influenza & RSV Surveillance|33|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2009-10|Arizona|1|Aug-21-2010
Communicable Disease and Immunizations|33|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2009-10|Arkansas|1|Aug-21-2010
Influenza (Flu)|33|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2009-10|California|1|Aug-21-2010
Influenza Surveillance|33|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2009-10|Colorado|1|Aug-21-2010
Flu Statistics|33|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2009-10|Connecticut|1|Aug-21-2010
Weekly Influenza Surveillance Reports|33|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2009-10|Florida|1|Aug-21-2010
Weekly Influenza Surveillance in Georgia|33|Minimal|https://dph.georgia.gov/flu-activity-georgia|2009-10|Georgia|1|Aug-21-2010
Hawaii's Influenza Surveillance Program|33|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2009-10|Hawaii|1|Aug-21-2010
Influenza|33|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2009-10|Idaho|1|Aug-21-2010
Seasonal Influenza Surveillance Reports|33|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2009-10|Illinois|1|Aug-21-2010
Influenza in Indiana|33|Minimal|http://www.in.gov/isdh/22104.htm|2009-10|Indiana|1|Aug-21-2010
Influenza Information|32|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2009-10|Kansas|1|Aug-14-2010
Influenza - Flu|32|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2009-10|Kentucky|1|Aug-14-2010
Influenza|32|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2009-10|Louisiana|1|Aug-14-2010
Weekly Surveillance Updates|32|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2009-10|Maine|1|Aug-14-2010
Influenza Surveillance|32|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2009-10|Maryland|1|Aug-14-2010
Influenza Surveillance Data|32|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2009-10|Massachusetts|1|Aug-14-2010
Influenza Activity and Surveillance|32|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2009-10|Michigan|1|Aug-14-2010
Weekly Influenza Activity: Statistics|32|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2009-10|Minnesota|1|Aug-14-2010
Mississippi Flu Surveillance and Influenza-Like Illness Reports|32|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2009-10|Mississippi|1|Aug-14-2010
Influenza Data & Statistical Reports |32|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2009-10|Missouri|1|Aug-14-2010
Influenza: What You Need to Know|32|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2009-10|Montana|1|Aug-14-2010
Weekly Flu Report|32|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2009-10|Nebraska|1|Aug-14-2010
Influenza (Flu): Surveillance, News Releases and Brochures|32|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2009-10|Nevada|1|Aug-14-2010
Influenza Control and Surveillance|32|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2009-10|New Hampshire|1|Aug-14-2010
Influenza Surveillance|30|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2009-10|Colorado|1|Jul-31-2010
Flu Statistics|30|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2009-10|Connecticut|1|Jul-31-2010
Weekly Influenza Surveillance Reports|30|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2009-10|Florida|1|Jul-31-2010
Weekly Influenza Surveillance in Georgia|30|Minimal|https://dph.georgia.gov/flu-activity-georgia|2009-10|Georgia|1|Jul-31-2010
Hawaii's Influenza Surveillance Program|30|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2009-10|Hawaii|1|Jul-31-2010
Influenza|30|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2009-10|Idaho|1|Jul-31-2010
Seasonal Influenza Surveillance Reports|30|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2009-10|Illinois|1|Jul-31-2010
Influenza in Indiana|30|Minimal|http://www.in.gov/isdh/22104.htm|2009-10|Indiana|1|Jul-31-2010
Influenza Information|30|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2009-10|Kansas|1|Jul-31-2010
Influenza - Flu|30|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2009-10|Kentucky|1|Jul-31-2010
Influenza|30|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2009-10|Louisiana|1|Jul-31-2010
Weekly Surveillance Updates|30|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2009-10|Maine|1|Jul-31-2010
Influenza Surveillance|30|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2009-10|Maryland|1|Jul-31-2010
Influenza Surveillance Data|30|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2009-10|Massachusetts|1|Jul-31-2010
Influenza Activity and Surveillance|30|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2009-10|Michigan|1|Jul-31-2010
Weekly Influenza Activity: Statistics|30|Minimal|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|2009-10|Minnesota|1|Jul-31-2010
Mississippi Flu Surveillance and Influenza-Like Illness Reports|30|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2009-10|Mississippi|1|Jul-31-2010
Influenza Data & Statistical Reports |30|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2009-10|Missouri|1|Jul-31-2010
Influenza: What You Need to Know|30|Minimal|http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx|2009-10|Montana|1|Jul-31-2010
Weekly Flu Report|30|Minimal|http://dhhs.ne.gov/publichealth/Pages/flu.aspx|2009-10|Nebraska|1|Jul-31-2010
Influenza (Flu): Surveillance, News Releases and Brochures|30|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2009-10|Nevada|1|Jul-31-2010
Influenza Control and Surveillance|30|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2009-10|New Hampshire|1|Jul-31-2010
Seasonal Influenza - Surveillance|30|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2009-10|New Jersey|1|Jul-31-2010
Flu in New Mexico|30|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2009-10|New Mexico|1|Jul-31-2010
Influenza Activity, Surveillance and Reports|30|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2009-10|New York|1|Jul-31-2010
North Carolina Influenza Update|30|Minimal|http://www.flu.nc.gov/ |2009-10|North Carolina|1|Jul-31-2010
Influenza|30|Minimal|http://www.ndflu.com/default.aspx|2009-10|North Dakota|1|Jul-31-2010
Influenza Information|30|Minimal|http://www.flu.ohio.gov |2009-10|Ohio|1|Jul-31-2010
Influenza Information|30|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2009-10|Oklahoma|1|Jul-31-2010
Flu in New Mexico|31|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2009-10|New Mexico|1|Aug-07-2010
Influenza Activity, Surveillance and Reports|31|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2009-10|New York|1|Aug-07-2010
North Carolina Influenza Update|31|Minimal|http://www.flu.nc.gov/ |2009-10|North Carolina|1|Aug-07-2010
Influenza|31|Minimal|http://www.ndflu.com/default.aspx|2009-10|North Dakota|1|Aug-07-2010
Influenza Information|31|Minimal|http://www.flu.ohio.gov |2009-10|Ohio|1|Aug-07-2010
Influenza Information|31|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2009-10|Oklahoma|1|Aug-07-2010
Influenza Disease Surveillance Data|31|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2009-10|Oregon|1|Aug-07-2010
Influenza Weekly Report |31|Minimal|http://www.flufreepa.com|2009-10|Pennsylvania|1|Aug-07-2010
Influenza Surveillance|31|Minimal|http://www.health.ri.gov/data/flu/index.php|2009-10|Rhode Island|1|Aug-07-2010
Influenza Activity and Surveillance|31|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2009-10|South Carolina|1|Aug-07-2010
Influenza Information|31|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2009-10|South Dakota|1|Aug-07-2010
Influenza-Like Illness Surveillance Summary Archive|31|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2009-10|Tennessee|1|Aug-07-2010
Influenza Surveillance|31|Minimal|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|2009-10|Texas|1|Aug-07-2010
